country_name,country_iso,year,account_ownership_pct,financial_institution_account_pct,mobile_money_account_pct,digital_payment_pct,borrowed_from_financial_institution_pct,source_name,load_timestamp
Myanmar,MMR,2021,0.477910291,0.361433583,0.290307042,,0.330873019,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Middle East & North Africa (excluding high income),MNA,2024,0.529089187,0.49974486,0.10709366,0.380234874,0.577877673,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Montenegro,MNE,2024,0.754116297,0.754116297,,0.492151884,0.342416691,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Mongolia,MNG,2024,0.982787008,0.982178824,0.640304314,0.962048938,0.683359428,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Mozambique,MOZ,2024,0.543852875,0.250840349,0.45720986,0.496680777,0.660930108,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Mauritania,MRT,2024,0.27314261,0.27314261,,0.157437451,0.809300985,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Mauritius,MUS,2024,0.89598448,0.895179808,0.101270672,0.631631808,0.412132083,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Malawi,MWI,2024,0.503696725,0.12406691,0.473991978,0.476521252,0.765153832,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Malaysia,MYS,2024,0.886918012,0.87183103,0.445049317,0.655306119,0.386677981,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Namibia,NAM,2024,0.729187673,0.626974954,0.484473581,0.660951479,0.7239754,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Niger,NER,2024,0.148268992,0.126669936,0.057003706,0.074282228,0.774841451,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Nigeria,NGA,2024,0.632613514,0.597277056,0.327907521,0.531441194,0.78944576,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Nicaragua,NIC,2024,0.234705927,0.215052816,0.080878133,0.145828772,0.4346888,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Netherlands,NLD,2024,0.991715123,0.991715123,,,,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Norway,NOR,2024,0.985561571,0.985561571,,,,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Nepal,NPL,2024,0.599911157,0.575256881,0.105834365,0.176216142,0.704008707,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
New Zealand,NZL,2024,0.978647564,0.978647564,,,,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Oman,OMN,2024,0.695361597,0.695361597,,0.597885239,0.362448911,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Pakistan,PAK,2024,0.272960072,0.18281262,0.183578643,0.198483696,0.694840042,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Panama,PAN,2024,0.640952131,0.608679812,0.380533533,0.490105705,0.473019933,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Peru,PER,2024,0.593098978,0.498244622,0.42497337,0.479470402,0.473391315,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Philippines,PHL,2024,0.501824221,0.335357459,0.288000006,0.327474932,0.719743983,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Poland,POL,2024,0.861367118,0.861367118,,0.805034295,0.312759579,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Puerto Rico,PRI,2014,0.697352646,0.697352646,,,0.381427055,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Portugal,PRT,2024,0.913973441,0.913973441,,,,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Paraguay,PRY,2024,0.60916761,0.455472583,0.359483793,0.472629972,0.548079286,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
West Bank and Gaza,PSE,2024,0.396209836,0.386652297,0.061631687,0.194088814,0.505766807,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Qatar,QAT,2011,0.658753853,0.658753853,,,,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
Romania,ROU,2024,0.713366719,0.713366719,,0.609897253,0.455227377,World Bank Global Findex,2026-03-21 11:22:05.560394+00:00
