period_date,period_type,rtgs_txn_count_thousand,rtgs_txn_amount_mn_azn,rtgs_avg_amount_thousand_azn,lvpcss_txn_count_thousand,lvpcss_txn_amount_mn_azn,lvpcss_avg_amount_azn,ips_txn_count_thousand,ips_txn_amount_mn_azn,source_file,bulletin_period,country_name,country_iso,source_name,load_timestamp
2013-09-01,monthly,42.0,9316.0,221.8095238095238,2130.0,1204.0,565.2582159624413,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2013-10-01,monthly,46.0,9044.0,196.6086956521739,2313.0,1278.0,552.5291828793775,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2013-11-01,monthly,45.0,8548.0,189.95555555555555,2268.0,1456.0,641.9753086419753,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2013-12-01,monthly,66.0,12297.0,186.3181818181818,2715.0,1613.0,594.1068139963168,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2014-01-01,annual,515.0,104281.0,202.4873786407767,28270.0,15076.0,533.2861690838345,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2014-01-01,monthly,25.0,7650.0,306.0,2258.0,1053.0,466.3418954827281,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2014-02-01,monthly,41.0,9022.0,220.0487804878049,2253.0,1128.0,500.6657789613849,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2014-03-01,monthly,39.0,8398.0,215.33333333333334,2168.0,1191.0,549.3542435424355,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2014-04-01,monthly,45.0,8887.0,197.48888888888888,2452.0,1351.0,550.9787928221859,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2014-05-01,monthly,44.0,8287.0,188.3409090909091,2300.0,1207.0,524.7826086956522,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2014-06-01,monthly,42.0,10445.0,248.6904761904762,2226.0,1228.0,551.6621743036837,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2014-07-01,monthly,47.0,8580.0,182.5531914893617,2471.0,1344.0,543.9093484419265,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2014-08-01,monthly,40.0,7726.0,193.15,2261.0,1168.0,516.5855816010614,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2014-09-01,monthly,44.0,7739.0,175.88636363636363,2415.0,1220.0,505.175983436853,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2014-10-01,monthly,44.0,8123.0,184.61363636363637,2444.0,1325.0,542.1440261865794,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2014-11-01,monthly,42.0,8254.0,196.52380952380952,2242.0,1268.0,565.5664585191793,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2014-12-01,monthly,62.0,11170.0,180.16129032258064,2780.0,1593.0,573.021582733813,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2015-01-01,annual,489.0,121624.0,248.719836400818,29858.0,15033.0,503.4831535936768,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2015-01-01,monthly,21.0,7626.0,363.14285714285717,2331.0,1041.0,446.5894465894466,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2015-02-01,monthly,37.0,12730.0,344.05405405405406,2324.0,1103.0,474.61273666092944,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2015-03-01,monthly,40.0,10629.0,265.725,2461.0,1202.0,488.41934173100367,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2015-04-01,monthly,44.0,10992.0,249.8181818181818,2595.0,1400.0,539.4990366088632,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2015-05-01,monthly,38.0,7371.0,193.97368421052633,2361.0,1184.0,501.0,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2015-06-01,monthly,41.0,7793.0,190.0731707317073,2559.0,1245.0,486.5,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2015-07-01,monthly,41.0,7840.0,191.21951219512195,2693.0,1417.0,526.2,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2015-08-01,monthly,38.0,9887.0,260.0,2471.0,1139.0,461.0,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2015-09-01,monthly,40.0,10125.0,253.125,2296.0,1165.0,507.0,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2015-10-01,monthly,46.0,12883.0,280.065217391304,2363.0,1434.0,606.8556919170546,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2015-11-01,monthly,42.0,8690.0,206.904761904762,2589.0,1248.0,482.0393974507532,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2015-12-01,monthly,61.0,15058.0,246.852459016393,2815.0,1455.0,516.8738898756661,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2016-01-01,annual,574.0,131962.0,229.89895470383274,32628.0,16103.0,493.533161701606,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2016-01-01,monthly,24.0,10478.0,436.5833333333333,2309.0,960.0,415.7644001732352,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2016-02-01,monthly,38.0,9202.0,242.1578947368421,2695.0,1124.0,417.06864564007424,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2016-03-01,monthly,42.0,8674.0,206.52380952380952,2559.0,1181.0,461.50840171942167,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2016-04-01,monthly,45.0,7108.0,157.95555555555555,2532.0,1300.0,513.4281200631912,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2016-05-01,monthly,50.0,16787.0,335.74,2740.0,1230.0,448.9051094890511,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2016-06-01,monthly,52.0,7661.0,147.32692307692307,2662.0,1325.0,497.7460555972953,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2016-07-01,monthly,49.0,16792.0,342.6938775510204,2677.0,1398.0,522.2263728053792,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2016-08-01,monthly,48.0,8840.0,184.16666666666666,3005.0,1462.0,486.522462562396,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2016-09-01,monthly,47.0,11218.0,238.68085106382978,2557.0,1405.0,549.4720375439969,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2016-10-01,monthly,52.0,9550.0,183.65384615384616,2872.0,1438.0,500.6963788300836,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2016-11-01,monthly,55.0,8617.0,156.6727272727273,2959.0,1472.0,497.4653599188915,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2016-12-01,monthly,72.0,17035.0,236.59722222222223,3061.0,1808.0,590.6566481541979,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2017-01-01,annual,747.0,191293.0,256.08165997322624,37228.0,18883.0,507.225744063608,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2017-01-01,monthly,34.0,13988.0,411.4117647058824,2826.0,1056.0,373.6730360934182,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2017-02-01,monthly,54.0,9805.0,181.57407407407408,2855.0,1258.0,440.63047285464097,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2017-03-01,monthly,59.0,11052.0,187.32203389830508,3172.0,1341.0,422.76166456494326,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2017-04-01,monthly,58.0,10548.0,181.86206896551724,3137.0,1442.0,459.67484858144724,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2017-05-01,monthly,63.0,15161.0,240.65079365079364,3464.0,1596.0,460.7390300230947,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2017-06-01,monthly,62.0,12585.0,202.98387096774192,2881.0,1507.0,523.0822631030893,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2017-07-01,monthly,67.0,20488.0,305.7910447761194,3327.0,1994.0,599.3387436128644,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2017-08-01,monthly,64.0,16044.0,250.6875,3298.0,1743.0,528.5021224984839,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2017-09-01,monthly,60.0,14618.0,243.63333333333333,2976.0,1604.0,538.9784946236559,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2017-10-01,monthly,68.0,18098.0,266.1470588235294,3115.0,1730.0,555.3772070626003,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2017-11-01,monthly,70.0,19006.0,271.51428571428573,3026.0,1689.0,558.1625908790483,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2017-12-01,monthly,88.0,29900.0,339.77272727272725,3151.0,1923.0,610.282450015868,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2018-01-01,annual,820.0,252563.0,308.00365853658536,39115.0,21848.0,558.5580979164004,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2018-01-01,monthly,41.0,15557.0,379.4390243902439,3037.0,1310.0,431.3467237405334,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2018-02-01,monthly,55.0,18479.0,335.9818181818182,2814.0,1417.0,503.5536602700782,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2018-03-01,monthly,63.0,20123.0,319.41269841269843,2866.0,1611.0,562.1074668527565,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2018-04-01,monthly,67.0,20627.0,307.86567164179104,2981.0,1902.0,638.0409258638041,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2018-05-01,monthly,75.0,22288.0,297.17333333333335,3209.0,1786.0,556.5596759114989,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2018-06-01,monthly,66.0,18201.0,275.77272727272725,2689.0,1635.0,608.0327259204165,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2018-07-01,monthly,77.0,21448.0,278.54545454545456,3516.0,1935.0,550.3412969283277,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2018-08-01,monthly,69.0,20962.0,303.7971014492754,3211.0,1829.0,569.6044845842416,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2018-09-01,monthly,65.0,18700.0,287.6923076923077,3086.0,1834.0,594.296824368114,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2018-10-01,monthly,75.0,25815.0,344.2,3983.0,2112.0,530.2535777052473,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2018-11-01,monthly,74.0,23972.0,323.94594594594594,3787.0,2006.0,529.7068919989438,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2018-12-01,monthly,93.0,26391.0,283.7741935483871,3936.0,2471.0,627.7947154471544,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2019-01-01,annual,894.0,232236.0,259.7718120805369,55721.0,26482.0,475.26067371368066,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2019-01-01,monthly,49.0,21759.0,444.0612244897959,4072.0,1695.0,416.2573673870334,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2019-02-01,monthly,66.0,19680.0,298.1818181818182,3913.0,1674.0,427.8047533861488,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2019-03-01,monthly,64.0,18365.0,286.953125,3885.0,1753.0,451.2226512226512,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2019-04-01,monthly,77.0,18921.0,245.72727272727272,4676.0,2237.0,478.40034217279725,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2019-05-01,monthly,78.0,20960.0,268.71794871794873,4583.0,2144.0,467.8158411520838,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2019-06-01,monthly,65.0,20150.0,310.0,3850.0,1979.0,514.025974025974,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2019-07-01,monthly,85.0,17768.0,209.03529411764706,5361.0,2504.0,467.07703786606976,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2019-08-01,monthly,71.0,17831.0,251.14084507042253,4636.0,2210.0,476.70405522001727,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2019-09-01,monthly,73.0,17128.0,234.63013698630138,4789.0,2289.0,477.97034871580706,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2019-10-01,monthly,83.0,20557.0,247.67469879518072,5189.0,2530.0,487.56985931778763,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2019-11-01,monthly,74.0,17925.0,242.22972972972974,4842.0,2300.0,475.0103263114416,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2019-12-01,monthly,109.0,21192.0,194.42201834862385,5925.0,3167.0,534.5147679324895,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2020-01-01,annual,908.0,195570.0,215.38546255506608,58917.0,27831.0,472.3763939100769,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2020-01-01,monthly,51.0,13109.0,257.03921568627453,5030.0,2026.0,402.7833001988071,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2020-01-01,quarterly,,,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2020-02-01,monthly,70.0,13823.0,197.47142857142856,4704.0,2132.0,453.23129251700675,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2020-03-01,monthly,71.0,21980.0,309.5774647887324,4586.0,2233.0,486.9167030091583,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2020-04-01,monthly,62.0,15118.0,243.83870967741936,3825.0,2206.0,576.7320261437908,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2020-05-01,monthly,58.0,14215.0,245.08620689655172,4522.0,2134.0,471.9150818222025,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2020-06-01,monthly,71.0,15282.0,215.2394366197183,4617.0,2200.0,476.4998917045701,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2020-07-01,monthly,80.0,17417.0,217.7125,4870.0,2464.0,505.9548254620123,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2020-08-01,monthly,77.0,14734.0,191.35064935064935,5239.0,2260.0,431.38003435770185,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2020-09-01,monthly,83.0,15866.0,191.15662650602408,5277.0,2358.0,446.84479818078455,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2020-10-01,monthly,85.0,17037.0,200.43529411764706,5057.0,2516.0,497.5281787621119,4.39,13.6,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2020-11-01,monthly,80.0,15154.0,189.425,5244.0,2411.0,459.76353928299005,4.332,17.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2020-12-01,monthly,120.0,21835.0,181.95833333333334,5946.0,2891.0,486.209216279852,4.893,17.3,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2021-01-01,annual,1113.0,183756.0,165.09973045822102,69639.0,33906.0,486.88235040709947,117.0,280.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2021-01-01,monthly,51.0,13785.0,270.29411764705884,5415.0,2267.0,418.65189289012005,5.0,15.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2021-02-01,monthly,76.0,12400.0,163.1578947368421,5778.0,2183.0,377.8123918310834,5.0,13.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2021-03-01,monthly,82.0,14508.0,176.9268292682927,6668.0,2629.0,394.2711457708458,6.0,15.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2021-04-01,monthly,90.0,14052.0,156.13333333333333,6425.0,2867.0,446.2256809338521,7.0,21.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2021-05-01,monthly,79.0,12880.0,163.0379746835443,5086.0,2551.0,501.5729453401494,7.0,15.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2021-06-01,monthly,93.0,15547.0,167.1720430107527,5688.0,2822.0,496.13220815752464,7.0,18.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2021-07-01,monthly,98.0,14643.0,149.41836734693877,4956.0,2998.0,604.9233252623083,8.0,20.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2021-08-01,monthly,95.0,13210.0,139.05263157894737,5761.0,2686.0,466.23850026037144,11.0,26.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2021-09-01,monthly,99.0,14417.0,145.62626262626262,5510.0,2848.0,516.8784029038112,11.0,26.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2021-10-01,monthly,101.0,16235.0,160.74257425742573,5623.0,3255.0,578.8724879957317,13.0,30.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2021-11-01,monthly,107.0,15818.0,147.83177570093457,6119.0,2762.0,451.3809445987906,17.0,29.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2021-12-01,monthly,142.0,26261.0,184.93661971830986,6610.0,4038.0,610.89258698941,20.0,52.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2022-01-01,annual,1358.6459999999997,300066.268713,220.85684476530315,95896.628,41939.117450000005,437.3367273143328,337.32900000000006,549.635376,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2022-01-01,monthly,67.0,17426.0,260.089552238806,6018.0,2948.0,489.8637421070123,16.0,31.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
2022-02-01,monthly,95.0,16543.0,174.13684210526316,5920.0,2665.0,450.1689189189189,18.0,31.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.1,2026-03-23 03:09:53.637281+00:00
