period_date,period_type,business_loans_total_mn_azn,large_business_loans_mn_azn,medium_business_loans_mn_azn,small_business_loans_mn_azn,micro_business_loans_mn_azn,country_name,country_iso,real_sector_loans_total_mn_azn,real_sector_overdue_loans_mn_azn,real_sector_overdue_share_pct,trade_and_services_loans_mn_azn,mining_utilities_loans_mn_azn,agriculture_loans_mn_azn,construction_loans_mn_azn,industry_manufacturing_loans_mn_azn,transport_communication_loans_mn_azn,households_loans_mn_azn,real_estate_mortgage_loans_mn_azn,other_sectors_loans_mn_azn,npl_total_mn_azn,npl_business_mn_azn,npl_consumer_mn_azn,npl_mortgage_mn_azn,deposit_avg_rate_azn_pct,deposit_legal_rate_azn_pct,deposit_individual_rate_azn_pct,loan_avg_rate_azn_pct,loan_legal_rate_azn_pct,loan_individual_rate_azn_pct,deposit_avg_rate_fx_pct,deposit_legal_rate_fx_pct,deposit_individual_rate_fx_pct,loan_avg_rate_fx_pct,loan_legal_rate_fx_pct,loan_individual_rate_fx_pct,notices_entered_count,searches_count,source_name,load_timestamp
2008-11-01,monthly,,,,,,Azerbaijan,AZE,14681.27673681,922.9163363800001,6.28634929321913,2594.5648604499997,516.71252259,553.9171542,477.40030588999997,1382.11215069,857.88437641,6757.3154658,2088.176035174,513.0172938099989,,,,,11.880130156462105,10.647577415967255,12.431974973315427,17.987652089875287,15.924630734453254,21.123742461305397,8.0695539192408,5.161166053669487,12.658972303437269,14.887112373845401,12.461115121886904,21.41105521337624,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2008-12-01,monthly,,,,,,Azerbaijan,AZE,14530.423128150002,893.13990544,6.146688899304708,2606.8456367699996,524.48663854,566.2499174899999,492.95189799,1250.05735697,848.51894512,6709.271535320001,2093.380062575,527.904357419997,,,,,11.87244843640082,10.360889947776561,12.639179325138763,18.07621126911986,15.880779409119015,21.348343825460457,7.907368904926845,5.174883592648923,12.71514843410855,14.318693793605547,11.934721516251168,21.342882294538125,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2009-01-01,annual,,,,,,Azerbaijan,AZE,8407.46002962,303.52331759,3.6101666439170526,1833.97556741,1521.95138097,394.76353073,576.51455678,536.86002767,520.36061713,2328.94564223,254.606,57.50058646000069,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2009-01-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,11.605823492323422,9.476226624971869,12.540531737560679,17.45431429121518,14.868187332058014,21.52886998069044,7.95835919203517,5.400815499824055,12.42737589511259,14.522487260765857,12.366145150652745,21.519509712669223,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2009-02-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,11.573550866288937,9.487373440650433,12.383069613881007,18.746218966327877,16.435806353425015,22.032899036627057,8.197731500615953,5.519123955893261,12.363096754431648,16.930479180735283,15.525247172254872,21.692738641797693,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2009-03-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,11.346441926756764,9.102348394033518,12.303831266157998,17.36686787695125,14.70252367966545,21.658659235360403,9.008834636810379,5.603181877033777,12.351351979184145,16.805104267287458,15.305685290632352,20.325900752077075,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2009-04-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,11.456619095926984,9.185056655782136,12.411562493669667,17.422363398333648,14.80377530668254,21.646365056490474,11.282690038631689,6.775811982749163,12.617052484987603,18.511995620808754,16.60518853050735,22.262765427734863,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2009-05-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,11.58728507674166,9.48995911127492,12.422181472736778,16.246109449910353,13.434450885015975,21.064596385876523,10.835784364443432,6.395161194747731,12.507419210368509,16.9831189227412,15.049534793495217,20.27367629481834,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2009-06-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,11.278175761435543,8.669740583480374,12.424479594551778,17.1237151174149,14.784686873121705,21.15391833943045,10.558669095738395,6.0904765786835,12.312400207198134,18.7782546711044,16.536141887856346,23.17033993450042,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2009-07-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,11.447808438893727,8.362121647592945,12.750665830845687,17.1166874126804,14.80156616841296,21.18640240704407,10.772275632790823,6.194563197630368,12.532787937305654,17.590529734428145,15.014922478265103,22.672918645058118,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2009-08-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,11.2737738352271,8.255499665186926,12.525949162033642,15.335169811558794,12.741690278834879,20.828893136326254,9.382649390351828,4.8453775102855925,12.296578530814406,16.38999262302946,13.786681338539655,22.194524269189404,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2009-09-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,11.610215496933973,8.405708405031454,12.919316585535949,14.859023296481148,12.484725772428783,20.67885966067358,9.555496467843259,4.937141860556503,12.4502440956194,15.484034415087605,12.705685923312313,21.760760867724894,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2009-10-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,11.798945861116858,7.834134227972359,13.037804423806095,14.627108948242133,12.145588154385962,20.566761900845233,10.644111620393474,4.792225265899453,12.502775785907172,16.34907412251034,13.878704149077201,22.246313360511905,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2009-11-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,11.90814342430798,7.0511474741301665,13.205636117207286,16.229813262683688,14.399256201955616,20.7294721948756,10.890232332606585,5.80980473579399,12.5884777156938,18.352515173544425,16.062222635255594,23.928779196304248,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2009-12-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,11.662952694568434,6.746734798930824,12.940092829025316,14.649243154767603,12.276878861734627,20.41839099147171,10.797985330539023,5.864152607266311,12.409959689183946,16.708503036153505,14.009336170410792,23.23709330319156,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2010-01-01,annual,,,,,,Azerbaijan,AZE,9163.359779240001,492.87668798,5.378776997238873,2206.77638838,983.9515685,441.34799163,660.64497155,682.38481673,454.41087775,2700.80204307,401.415,46.04343435000066,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2010-01-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,11.088899582560577,6.399453914353623,12.04656227075661,13.660643929492656,11.247447930289878,19.28123730055613,10.630501243704192,5.430801662808616,12.328501356674641,16.434329094164134,13.281870497051935,22.835411946898336,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2011-01-01,annual,,,,,,Azerbaijan,AZE,9850.30037074,633.80456287,6.434367877275053,2744.41018187,289.68772907,466.71578469,875.34030221,582.92162757,409.66164847,3314.9694567,575.8,46.79804282999993,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2011-01-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,10.649349282308517,6.145997485773756,11.103937454233314,16.238466427104793,14.475815203859959,19.092108559170285,11.267840977942724,8.02262514672487,11.386434225039325,16.3381564256504,13.71591717381907,22.982775640179852,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2012-01-01,annual,,,,,,Azerbaijan,AZE,12243.7217637,748.82059921,6.115955700905356,2649.32739201,396.74502281,546.22941423,1270.27099822,1297.60908647,429.11634155,4316.65801691,703.69352,17.221721410000228,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2012-01-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,10.043775294827034,6.7365786821635245,10.369642731213707,15.135070998448523,13.058855529500985,18.36686109360694,10.286572524726303,3.757570487761058,10.836539138845092,15.623024936514769,12.806142071544352,21.834710343278726,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2013-01-01,annual,,,,,,Azerbaijan,AZE,15422.93771756,792.7801363699999,5.140266730555289,2219.8828612700004,288.15636638,733.2513623499999,2362.6414395499996,1516.4168226499999,506.04149092999995,6214.708656389999,890.77711,233.6665964100014,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2013-01-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,9.51416177117577,6.035367872537824,9.867704214231768,14.444365886076246,11.567439655402302,18.340665338502227,9.718427688103633,3.0835862261532743,10.304374478067478,14.51574563723938,10.8855536685501,20.75353080503426,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2014-01-01,annual,,,,,,Azerbaijan,AZE,18542.60991501,976.32447814,5.265302363663909,2680.7114317600003,195.82566301,847.2837065000001,2555.06533481,2027.84494105,736.0386267700001,7731.8495643100005,1219.05721962,231.17891463000026,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2014-01-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,8.77742713215529,5.345939508997811,9.453870856716302,13.843773750816332,10.122169963883403,18.515482118779868,9.373168826357345,5.952822356429402,10.02173537264181,14.532845037996156,9.700052817152748,21.96631170437591,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2015-01-01,annual,,,,,,Azerbaijan,AZE,21730.445,1508.4988,6.9,3158.02423,316.54006,508.12902,3063.1964199999998,1948.3333,1465.58404,8383.6171,1542.42472,259.43742999999927,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2015-01-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,8.328127733547083,5.80172700383726,9.33235953210862,13.76047450738336,9.919227102347069,17.54360417432812,8.252752727888637,4.96781163375886,9.00358144381498,13.737,9.98695807967488,21.260997120234773,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2016-01-01,annual,,,,,,Azerbaijan,AZE,16444.56172733,1472.5995942200004,8.954933665228774,2467.00279569,596.22871302,441.2690929099999,1908.56788125,1265.5546495100002,1271.1043573,5858.73370567,1703.4574499999999,198.09825160999975,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2016-01-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,6.3565334326834355,3.7943101049297603,10.178784193448665,12.177118423039293,8.364858814733088,16.072758654657974,4.675207599611729,3.2000024818375503,5.595330670812884,9.157918390189083,5.714906136418437,17.302419362597636,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2017-01-01,annual,,,,,,Azerbaijan,AZE,11757.786958620001,1626.7461591053998,13.83547911550465,2069.20896615,315.473367,429.24484704,546.19935486,621.19473879,1126.71022254,4606.4676968646,1737.27283257,146.752711860001,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2017-01-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,10.296818151290225,5.1682674547192935,11.741638554738707,13.091153752203144,8.82388242319998,16.37714894397423,3.0546474749815697,1.389340509026996,3.759291773744404,10.369396328526484,7.149786016249217,17.219761073525685,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2018-01-01,annual,,,,,,Azerbaijan,AZE,13020.30336735,1584.9974706609999,12.17327604390213,2379.49415775,419.15198210000005,469.9772714399999,388.82759631,706.61157455,1370.65357931,5319.632608049,1848.0,228.38757550000176,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2018-01-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,9.194754339848242,4.214014938227397,9.999822175443402,14.171954221691067,9.153637386937444,16.923494131852316,2.431153369469372,1.2545410720049905,2.9675531524505074,8.55969319240744,6.297389022450028,15.206783024248244,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2019-01-01,annual,,,,,,Azerbaijan,AZE,15298.183505950003,1273.0674075999998,8.321690003946278,2491.3275571199997,619.39557025,543.39684594,477.13003762999995,872.64787317,1204.2609666499998,6978.71938329,1939.1,673.7849684400026,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2019-01-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,9.312570258040031,4.76829870184855,9.757696383705753,14.179135971556015,8.970264473426152,16.964161404248753,1.9273511105233967,1.2568812895333508,2.4481030822379446,6.163947083616293,5.377481045378932,8.869964392597568,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2020-01-01,annual,,,,,,Azerbaijan,AZE,14530.423128150002,893.13990544,6.146688899304708,2606.8456367699996,524.48663854,566.2499174899999,492.95189799,1250.05735697,848.51894512,6709.271535320001,2093.380062575,527.904357419997,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2020-01-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,8.54957511098392,6.25428797983814,9.00994605273823,13.6708024109107,9.14418730850302,16.1447568381334,1.74925355308544,1.06566608829311,2.17459461008464,5.30286928064928,5.0049955864506,6.95326986183238,314.0,377.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2020-02-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,808.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2020-03-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.0,610.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2020-04-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,324.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2020-05-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,372.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2020-06-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.0,407.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2020-07-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.0,854.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2020-08-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.0,993.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2020-09-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.0,1238.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2020-10-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660.0,1285.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2020-11-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327.0,1162.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2020-12-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.0,1451.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2021-01-01,annual,,,,,,Azerbaijan,AZE,17119.81626653,719.441712441,4.202391551640309,2992.49869709,749.02611364,591.69574926,903.18872779,971.73336806,737.34158892,8607.273468539,2483.400652035,653.7946809599998,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2021-01-01,monthly,,,,,,Azerbaijan,AZE,31863.74489177,557.48455834,1.749588945786442,4334.51232751,666.19487868,569.25779235,1854.72422128,1683.44409267,2171.96587141,19115.05310139,4681.180882862,665.6219491299981,,,,,8.61849064315292,5.91971468423213,8.99500174722291,13.6861695482852,9.27444701343369,16.089823539911,1.71060850259922,1.04583195582674,2.14868175260768,5.20880168215223,4.97570660218147,6.52531938551428,1384.0,1010.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2021-02-01,monthly,,,,,,Azerbaijan,AZE,29402.91989112,480.14675622,1.6329900499610226,4131.73291706,768.59151314,575.22572744,1826.27676092,1619.19975212,1858.07217407,17183.54703429,4317.901181765,815.4693347600025,,,,,8.44640341817338,5.28325961978954,9.00303668388003,13.7070807907042,9.36984523200807,16.0753805145858,1.70402363376554,1.03804020487304,2.15441028545193,5.16855318364043,4.97109573816367,6.21940435084684,1422.0,1255.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2021-03-01,monthly,,,,,,Azerbaijan,AZE,29679.37509813,481.55137305,1.6225118334123583,4139.62670727,762.9144119,584.00834817,1820.97637332,1638.37261771,1894.66782615,17342.17146733,4385.811326395,864.8115496300011,,,,,8.6243741779423,5.78287816726704,9.13636964980899,13.746083103206,9.40465875950486,16.1041183328544,1.756781714466,1.1553023843207,2.14659609702031,5.17509812342222,4.93180883508592,6.67282497364388,2100.0,1548.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2021-04-01,monthly,,,,,,Azerbaijan,AZE,29898.77341897,502.60593611,1.681025268384788,4122.42034126,764.39011442,569.64507106,1820.14875872,1624.09085453,1894.66015415,17580.86986488,4445.312820555,864.088227830001,,,,,8.5450535887272,5.7575904795128,9.06495268502123,13.8152474944816,9.70538681263682,16.0413289235346,1.70898392300841,1.06572505226748,2.14497175862118,5.10628279299398,4.91933609899318,6.26754269527991,2813.0,1835.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2021-05-01,monthly,,,,,,Azerbaijan,AZE,30188.75970448,508.31303803,1.6837824508390338,4184.25800354,758.67093794,563.70959712,1850.73222176,1629.19607926,1906.10083311,17762.21105408,4463.502403142,864.9233099000006,,,,,8.51170383521283,5.15360503328655,9.08791804968131,13.8623107528692,9.7160898326826,16.1015808124507,1.61455062588257,1.06457717758879,1.99336949448188,5.02209640060797,4.83864873489208,6.15889217659314,2466.0,1609.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2021-06-01,monthly,,,,,,Azerbaijan,AZE,30231.82861271,527.42732765,1.7446094128367087,4208.67574548,747.89671486,565.43676711,1800.57188816,1653.86777242,1896.0195118,17802.11601858,4502.97367372,847.3619051400019,,,,,8.51870881004197,5.11096295975276,9.07011706381121,13.8988634378667,9.70075046639121,16.1084762868226,1.54922637142634,0.970687399373326,1.98283426413567,4.97696147945154,4.79927445575417,6.08084412004552,2596.0,1668.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2021-07-01,monthly,,,,,,Azerbaijan,AZE,30257.8667344,529.38554863,1.7495798804221203,4205.79666196,737.97349115,566.06355149,1787.23661685,1598.13302858,1902.10696038,17972.31738925,4514.457,775.949065429994,,,,,8.54365591717707,5.2504719722232,9.08942859907189,13.939897742794,9.70520959138022,16.1347847553899,1.56598201778525,0.962367532912016,1.97234249251187,5.00706345254856,4.85041422191262,5.98431379317124,2482.0,1618.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2021-08-01,monthly,,,,,,Azerbaijan,AZE,30464.5925081,530.93098662,1.7427805294911947,4194.77172383,720.73132947,574.9014636,1814.58341227,1608.62363371,1922.55429907,18201.84976358,4573.876443222,701.7086389499973,,,,,8.51073860438545,5.07818949371401,9.08520943447916,14.0442654455398,9.6856194239835,16.2272385676606,1.54335119671726,0.97684654152402,1.97089480949116,5.14013844138753,5.00047884663369,6.01205789015766,3178.0,1639.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2021-09-01,monthly,,,,,,Azerbaijan,AZE,31041.83715382,528.11218531,1.7012916558162234,4280.68970649,709.89420836,563.41360438,1819.7861096,1674.21736218,2095.1976209,18469.5707863,4625.393883939,684.8242512500001,,,,,8.58480796071378,5.31095869291743,9.04444794558452,14.1552901097594,9.78961056677585,16.2720354799679,1.52549808475928,0.963979996222436,1.94975715090276,4.93568847192802,4.78822760157563,5.85384141422131,2919.0,1722.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2021-10-01,monthly,,,,,,Azerbaijan,AZE,31169.38948925,544.82034839,1.7479339740610027,4222.82271975,694.80772574,571.39704929,1832.0455471,1693.57204576,2124.10835956,18583.66008296,4626.220955292,678.433561860003,,,,,8.54372051149172,5.24232948513094,9.06225794857337,14.2713041324841,9.82647320891488,16.4095335670418,1.57141942546211,1.02461306236918,1.94384990849927,4.97597409544103,4.8463136391413,5.80403466596159,2981.0,1636.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2021-11-01,monthly,,,,,,Azerbaijan,AZE,31451.06155609,557.58692734,1.772871565386104,4294.49588867,704.76407271,595.93315136,1861.13457934,1679.35428799,2143.44207752,18718.26500525,4640.047302012,665.9302716099976,,,,,8.57969230322088,5.31479525293901,9.08220362895678,14.3321644542655,9.87490276659364,16.4515299466295,1.56316894237486,1.03586646687788,1.92432790299495,5.0534498537415,4.90514325534591,6.07122591402919,2882.0,1486.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2021-12-01,monthly,,,,,,Azerbaijan,AZE,31946.74079942,524.52293808,1.641866822575913,4413.2730642,684.11012719,593.21587833,1866.04719571,1691.94036167,2198.52713579,19052.89925689,4684.602275602,663.0672285899999,747.96612139728,0.05116344396492575,0.04059548067565244,0.02759536779720203,8.56786857815885,5.300686437329,9.085343258586,14.352115803765,9.89184283858474,16.5086595753802,1.49248390141881,0.996228316563217,1.83131826659695,5.00135406447997,4.83279600818263,6.21143605383576,2924.0,1773.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2022-01-01,annual,,,,,,Azerbaijan,AZE,20183.98184788,593.7401019,2.9416400905174354,3302.95900245,649.86065914,629.0863036,1097.37975122,1059.78559137,792.6693219,11273.07877536,3013.012785005,677.3456201300025,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2022-01-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,779.292851032938,0.054451622869223046,0.03978344758252825,0.02685865275438193,8.58932327268593,5.31907621153006,9.11507384783989,14.3310402994173,9.9776442080344,16.4373968173062,1.48373358363344,0.989940459309028,1.81441103230566,4.80065560767376,4.71137086242746,5.45390965014198,2452.0,1165.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2022-02-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,776.20331534065,0.05339926049462572,0.0388427714820376,0.02496421684798624,8.62113505316201,5.42516618858731,9.11830480556356,14.3821870280678,10.0476192068531,16.4257591188654,1.47610783128099,0.991338378963831,1.79482213642917,4.79901150341676,4.71385023808713,5.43710682068941,2916.0,1495.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2022-03-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,811.551728489925,0.05473444787576778,0.03976997794130802,0.024708045169572035,8.64868566613348,5.4698052322823,9.1274990307267,14.3058577192643,10.0809905654903,16.3439603410898,1.46601950750403,0.993225514605344,1.7797722608727,4.7807085127099,4.70203410825744,5.37222524367853,3001.0,1628.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2022-04-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,813.768784662469,0.05383581737009586,0.040603665801285736,0.022232780948558028,8.7305520484873,5.65349734447594,9.16777638069184,14.2774216015181,10.1015936761764,16.2916458311815,1.45205197254127,0.970188933604598,1.75348371979388,4.75620163868697,4.68659886153531,5.2313451325033,3404.0,1935.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2022-05-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,847.270414640729,0.05547335351871294,0.0417166484288379,0.022187251303288653,8.72127184122051,5.66225280093737,9.13427409002641,14.2377509306829,10.1071808077813,16.2212146058328,1.42757760993508,0.996519314348148,1.68897881332377,4.75007165341017,4.67694198186906,5.31784283844655,3033.0,1716.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2022-06-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,826.0423396233,0.05257210747908569,0.04271136929839846,0.020151793285652954,8.72006560525786,5.67556455134184,9.13633054157392,14.260917119873,10.1960007140266,16.1728011235503,1.43271436988096,1.02086261782002,1.6767147727208,4.72386682638296,4.65223797461116,5.27639363563707,3127.0,1737.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2022-07-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,822.6193476395,0.05255989547916799,0.04118366198425234,0.019452279928312718,8.65069811919685,5.44545327823587,9.12964430415153,14.3128395174397,10.231128765781,16.2290591746836,1.29918497360382,0.814555824925602,1.65324585171044,4.77143720154246,4.70720001516368,5.30260666961441,2750.0,2133.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2022-08-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,778.8957381834,0.04951517047300542,0.038179214517379184,0.019273647901630896,8.5239701021015,5.05634480979577,9.17316692065194,14.3388014066165,10.215514391532,16.2530286785308,1.30946282709122,0.824177625736931,1.66452657182915,4.75955333861279,4.7068263824737,5.15913739488557,3476.0,2292.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2022-09-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,785.7179383139,0.04869897345640718,0.03752548987166866,0.018211530252674468,8.53878499121531,5.05465920912523,9.18814130081539,14.3701699474127,10.1730635909152,16.2863175460645,1.31193038898598,0.820285887320053,1.67534549960481,4.77074258003464,4.70338213712592,5.28566031899761,4136.0,2699.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2022-10-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,779.4997799931,0.048174787462269025,0.03617363435674282,0.016676110514913533,8.57283381915785,5.12942296046955,9.20002104845106,14.3358817518148,10.1407056288131,16.2812927804337,1.3254967567361,0.823064796047056,1.69364745469069,4.7816196010443,4.73910551149001,5.06458812440707,6097.0,2867.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
