period_date,period_type,rtgs_txn_count_thousand,rtgs_txn_amount_mn_azn,rtgs_avg_amount_thousand_azn,lvpcss_txn_count_thousand,lvpcss_txn_amount_mn_azn,lvpcss_avg_amount_azn,ips_txn_count_thousand,ips_txn_amount_mn_azn,country_name,country_iso,atm_total_units,atm_baku_units,atm_regions_units,pos_total_units,contactless_pos_total_units,retail_service_pos_total_units,retail_service_pos_baku_units,baku_pos_total_units,payment_cards_total_thousand,payment_cards_contactless_thousand,debit_social_cards_thousand,debit_salary_cards_thousand,debit_other_cards_thousand,credit_cards_thousand,card_txn_count_thousand,card_txn_amount_mn_azn,cash_withdrawal_atm_count_thousand,cash_withdrawal_atm_amount_mn_azn,cash_withdrawal_pos_count_thousand,cash_withdrawal_pos_amount_mn_azn,non_cash_atm_count_thousand,non_cash_atm_amount_mn_azn,non_cash_pos_count_thousand,non_cash_pos_amount_mn_azn,contactless_pos_count_thousand,contactless_pos_amount_mn_azn,ecommerce_count_thousand,ecommerce_amount_mn_azn,self_service_terminal_count_thousand,self_service_terminal_amount_mn_azn,bank_customers_total_people,bank_customers_individuals_people,bank_customers_individual_entrepreneurs_people,bank_customers_legal_entities_people,customer_accounts_total_count,customer_accounts_transaction_count,customer_accounts_credit_count,customer_accounts_deposit_count,transaction_accounts_individuals_count,transaction_accounts_individual_entrepreneurs_count,transaction_accounts_legal_entities_count,internet_banking_users_count,internet_banking_legal_entities_count,mobile_banking_users_count,mobile_banking_legal_entities_count,source_name,load_timestamp
2021-09-01,month,99.0,14417.0,145.62626262626262,5510.0,2848.0,516.8784029038112,11.0,26.0,Azerbaijan,AZE,2917,1535,1382,61339,42454.0,59828,39837,40661,10841.662,6313.541,3395.656,2638.748,3504.033,1303.225,31833.942,3339.9213361853,8233.521,1921.89297166,25.558,102.95712875,5.957,1.4525277,9539.87,331.9165868624,6806.988,218.260496704711,10301.966,802.08649098,26.095,0.719809,12144104,12016438,476165,127666,29042200,24540840,4251378.0,249982,24279305,575638,261535,,,,,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2021-10-01,month,101.0,16235.0,160.74257425742573,5623.0,3255.0,578.8724879957317,13.0,30.0,Azerbaijan,AZE,2933,1546,1387,61301,43206.0,59789,39279,40157,11092.96,6764.752,3459.894,2663.843,3638.421,1330.802,33414.995,3430.0212675,8431.878,1970.00581287,25.111,103.97690391,5.235,1.27808176,10221.951,349.01427107,7573.152,220.59133738999998,10718.929,826.39384104,29.445,0.92698,12233783,12102788,486735,130995,29549492,24940254,4356505.0,252733,24676073,586712,264181,,,,,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2021-11-01,month,107.0,15818.0,147.83177570093457,6119.0,2762.0,451.3809445987906,17.0,29.0,Azerbaijan,AZE,2945,1552,1393,60977,43183.0,59433,39566,40508,11291.628,7078.547,3513.738,2708.504,3697.197,1372.189,38216.687,3774.19578788,9213.04,2126.04356991,25.289,107.16197434,5.437,1.28707217,11722.448,381.2590861,8915.473,266.53639382,12434.042,939.84661016,33.819,1.052669,12523424,12398087,495045,125337,30055586,25363759,4437171.0,254656,25096926,599490,266833,,,,,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2021-12-01,month,142.0,26261.0,184.93661971830986,6610.0,4038.0,610.89258698941,20.0,52.0,Azerbaijan,AZE,2970,1585,1385,61179,43920.0,59645,39725,40672,11480.316,7480.931,3469.159,2627.369,3974.317,1409.471,42180.107,4376.81083273,10779.582,2533.73169691,32.833,132.05014028,7.268,1.80859671,12488.913,426.02968559,9492.537,308.20065402999995,13940.346,1078.21292784,34.338,1.061928,12323105,12198027,505944,125078,26729371,22175499,4297069.0,256803,21908618,607456,266881,,,,,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2022-01-01,month,67.0,17426.0,260.089552238806,6018.0,2948.0,489.8637421070123,16.0,31.0,Azerbaijan,AZE,2983,1590,1393,61679,44544.0,60165,40029,40955,11682.848,7772.369,3463.776,2613.392,4165.557,1440.123,38349.377,3488.03124331,8504.178,1899.075596,20.168,95.3599615,5.462,1.3356915,12365.101,384.29648859,9810.845,288.0617203,13043.338,921.45927859,27.875,1.114931,12629978,12503644,518523,126334,27270770,22604857,4405980.0,259933,22337304,617661,267553,1237.432,11961.60903784,5581.651,963.3806686900001,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2022-01-01,year,1358.6459999999997,300066.268713,220.85684476530315,95896.628,41939.117450000005,437.3367273143328,337.32900000000006,549.635376,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2022-02-01,month,95.0,16543.0,174.13684210526316,5920.0,2665.0,450.1689189189189,18.0,31.0,Azerbaijan,AZE,2994,1601,1393,63328,46520.0,61801,41591,42512,11940.006,8002.068,3520.31,2635.551,4322.671,1461.474,39729.972,3847.38703485,9364.777,2200.35073083,25.34,93.10026139,3.436,0.86426585,12347.332,361.15475957,10178.638,287.31922586,13981.749,1029.3875709,31.303,1.18715,12770701,12644236,529967,126465,27734485,22986485,4485036.0,262964,22716483,631689,270002,1002.496,13390.82681903,6541.259,1136.3528868199999,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2022-03-01,month,104.0,23466.0,225.6346153846154,6286.0,3302.0,525.294304804327,22.0,35.0,Azerbaijan,AZE,2997,1599,1398,66548,49473.0,65042,43451,44345,12178.953,8289.896,3570.149,2646.784,4453.118,1508.902,47789.195,4465.16994995,10799.087,2464.59678032,29.813,114.35463007,6.998,1.7452754,13565.434,443.01989439,12412.121,359.64130384,18935.585,1255.6446458,30.787,1.158344,12956913,12829565,538819,127348,28261468,23387283,4609258.0,264927,23114820,644070,272463,1799.155,15154.87679412,7369.198,2681.2841569899997,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2022-04-01,month,112.12,20839.326283,185.86627080806278,6480.875,3425.606015,528.5715300788859,25.18,42.958795,Azerbaijan,AZE,2996,1583,1413,68244,50407.0,66764,44641,45522,12310.733,8474.124,3558.507,2672.522,4547.201,1532.503,45483.639,4240.96568663,9805.94,2273.08919791,32.104,127.39126669,3.489,0.86773404,13004.019,387.02639917,11971.076,318.89720436,18301.97,1286.86953608,37.438,1.397981,13026311,12897017,551724,129294,28675008,23663879,4743154.0,267975,23386392,659788,277487,2313.506,18497.92953577,8486.202,2003.2690519300002,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2022-05-01,month,103.633,16256.340834,156.86452031688748,6720.664,3242.397328,482.45193153533637,24.11,39.065194,Azerbaijan,AZE,2996,1580,1416,69275,57046.0,67322,45271,46459,12430.845,8604.91,3500.919,2673.093,4702.209,1554.624,50481.47,4595.41196222,10831.366,2444.49233222,28.701,118.11384376,3.046,0.9653403,14620.932,435.66796421,13540.487,375.33324082999997,20107.529,1389.01016374,42.096,1.92757658,13140530,13009640,563093,130890,29127369,23991179,4864806.0,271384,23709851,674039,281328,2477.132,16078.76729159,9531.816,1798.2032927,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2022-06-01,month,116.784,14850.078053,127.15849819324563,6751.238,3257.912492,482.56519648692574,27.385,45.560266,Azerbaijan,AZE,2998,1580,1418,70814,58204.0,69005,46368,47421,12659.495,8787.461,3495.554,2694.768,4869.765,1599.408,53123.345,5061.46378812,10825.844,2676.77355534,33.339,137.69376105,2.893,1.08100145,16542.581,484.36786001,15404.893,405.27243092000003,21010.518,1542.52541906,42.291,2.32064351,13013757,12878196,574648,135561,29276612,24009998,4992220.0,274394,23724130,687772,285868,2159.958,17371.78648805,9850.845,1609.30842019,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2022-07-01,month,110.021,15694.884866,142.6535376519028,6965.457,3536.906155,507.77804744182606,30.625,50.419568,Azerbaijan,AZE,3009,1579,1430,70963,58692.0,69148,46435,47489,12843.772,9023.74,3501.08,2717.81,4976.572,1648.31,52376.264,5143.39015769,10570.517,2726.49768401,33.234,133.51778625,2.643,0.96894567,15936.786,467.28128797,14778.231,393.00190177999997,21461.797,1583.31870005,46.936,2.913028,13141852,13009099,582788,132753,29724430,24346057,5099370.0,279003,24056612,700420,289445,2201.075,17050.26916506,10475.921,1457.9264834800001,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2022-08-01,month,121.154,15361.737681,126.79513413506777,9746.189,3436.945381,352.64505757070793,31.246,50.17809,Azerbaijan,AZE,3025,1582,1443,72442,60432.0,70515,47297,48398,13035.458,9219.369,3513.876,2737.744,5088.642,1695.196,57772.568,5276.81311156,10885.263,2605.14152706,34.65,147.72998067,2.518,0.87707595,18580.158,524.39802821,17385.598,445.900498,23742.601,1727.33854921,60.33,3.25090343,13316889,13182234,595198,134655,30346932,24823081,5239737.0,284114,24528808,716861,294273,2337.773,16989.6739103,10517.945,1471.5610880699999,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2022-09-01,month,118.939,33364.511722,280.5178429447028,9486.771,3224.034832,339.8453311458661,32.095,47.609662,Azerbaijan,AZE,3029,1586,1443,74456,62984.0,72470,48603,49735,13194.261,9420.126,3513.92,2738.358,5214.563,1727.42,58403.914,5189.96116913,10672.234,2543.36627599,33.415,149.33067858,2.478,0.85759347,18740.532,507.61121229,17568.49,433.39474094,24512.513,1753.67819559,59.853,3.370375,13483062,13346884,607639,136178,30971047,25295328,5387201.0,288518,24997047,733107,298281,2166.729,16607.460387479998,11388.531,1623.31405593,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2022-10-01,month,119.469,36943.431165,309.2302703211712,11063.34,3664.3454,331.2151122536232,30.833,45.243551,Azerbaijan,AZE,3033,1580,1453,75579,64728.0,73537,49538,50679,13402.008,9578.704,3520.066,2750.692,5368.654,1762.596,62361.794,5480.38461035,11623.864,2768.31179171,31.808,141.19458964,2.678,0.86873121,19594.442,549.6245929,18539.998,478.08319075,26201.515,1773.33540373,63.329,3.246411,13649964,13512775,618910,137189,31523433,25667364,5563798.0,292271,25366039,749085,301325,2543.539,18326.31998739,12098.885,2109.75139736,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2022-11-01,month,125.406,39324.417258,313.57684048610116,9989.226,3814.871276,381.89858513562507,34.108,49.752963,Azerbaijan,AZE,3045,1586,1459,77634,67040.0,75586,50738,51885,13477.63,9711.117,3542.61,2759.116,5378.112,1797.792,65867.609,5627.16693124,11472.339,2680.50074076,28.901,140.71640782,2.569,0.9370877,21143.067,613.59077586,20123.715,543.11152537,27816.97,1923.54297917,60.502,3.181623,13730617,13592041,627957,138576,31978293,25939663,5743467.0,295163,25635315,762579,304348,2649.51,18072.96939717,13119.107,2008.59863084,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2022-12-01,month,165.12,49996.540851,302.789128215843,10468.868,5421.098571,517.830444609675,45.747,81.847287,Azerbaijan,AZE,3068,1591,1477,79820,69599.0,77551,52602,53820,13630.909,9833.472,3547.485,2758.731,5501.536,1823.157,72834.16,6610.687791881,13172.27,3222.90804575,35.549,164.71225621,2.272,0.89793288,22696.779,650.4074587,21529.631,567.86168275,31887.034,2329.53604421,68.081,3.874108,13535655,13395443,636770,140212,32131951,25911774,5920325.0,299852,25603713,777151,308061,1943.85,23866.216229,16526.414,3825.28365036,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2023-01-01,month,91.108,36660.706983,402.3873532840145,10204.353,3647.549104,357.4503061585581,40.294,53.433327,Azerbaijan,AZE,3077,1618,1459,79880,70608.0,77605,52577,53799,13858.509,10017.991,3572.653,2759.056,5672.56,1854.24,70725.983,5336.05481556,10700.951,2304.4477488,24.653,115.91586655,1.828,0.56935888,24187.167,627.33697178,23035.548,561.3055423999999,30759.905,2032.4047236,65.273,4.253694,13620931,13479616,644403,141315,32616431,26219243,6093746.0,303442,25908273,788955,310970,1621.9,16749.33217212,15005.156,1997.21891835,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2023-01-01,year,2119.401,716310.877478,337.9779840992809,145036.74300000002,49011.95576099999,337.92785708791035,587.6179999999999,1054.408682,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2023-02-01,month,160.445,37145.696744,231.51669883137527,10531.706,3214.108857,305.18406581042046,45.042,140.542921,Azerbaijan,AZE,3074,1607,1467,79130,70754.0,76797,52254,53489,14017.331,10169.924,3593.723,2750.389,5791.751,1881.468,72865.319,6067.97718997,11836.324,2824.92324721,28.5,133.55106513,1.838,0.70753278,24048.554,621.85142463,23045.252,556.3688652000001,32577.199,2269.86782468,71.742,4.042423,13737542,13594305,651612,143237,33214685,26622633,6286367.0,305685,26307176,802373,315457,1676.857,16391.86753369,15825.008,2470.48566649,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2023-03-01,month,178.484,41829.277487,234.35869594473454,11058.907,3814.569745,344.9318947161776,51.276,195.251194,Azerbaijan,AZE,3068,1591,1477,80729,71461.0,78385,53311,54553,14246.166,10378.653,3605.547,2762.211,5962.071,1916.337,86182.893,7004.24270738,13611.455,3141.08332943,30.572,142.91627614,2.051,0.70455634,29379.655,769.45546831,28169.849,692.2152152799999,38307.734,2683.47622374,71.289,4.161091,13843001,13698214,657940,144787,33831265,27025083,6497228.0,308954,26705930,812732,319153,1781.687,17252.171786529998,17776.402,2956.0988538899996,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2023-04-01,month,162.117,40483.132396,249.71552888346073,10624.512,3984.703051,375.04810112690353,46.592,72.627515,Azerbaijan,AZE,3075,1599,1476,79118,71602.0,76776,53407,54647,14464.738,10576.539,3605.867,2777.579,6132.133,1949.159,81237.054,6327.79611529,12203.559,2771.6028225,29.554,136.13334502,1.88,0.64153636,27281.641,664.26916409,26174.179,599.2786,37363.776,2535.34316036,69.394,4.02509,13772644,13629053,659422,143591,34120423,27186197,6632703.0,301523,26874368,816142,311829,1653.816,16923.02414862,18220.265,2840.46987402,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2023-05-01,month,181.455,45947.633056,253.21778433220356,12614.641,3770.752694,298.9187479849803,51.449,76.014281,Azerbaijan,AZE,3075,1602,1473,80462,73151.0,78102,54151,55404,14741.391,10829.386,3618.652,2783.229,6360.656,1978.854,99818.141,7552.0955055,14415.895,3200.86318019,30.688,158.30572883,2.094,0.75277568,34652.444,826.47456999,33350.906,742.6604543,45485.932,3096.69803239,99.704,5.993534,13832763,13690176,661407,142587,34751954,27571526,6877981.0,302447,27260275,818617,311251,1804.729,18036.0202641,21074.743,3109.6837274699997,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2023-06-01,month,178.196,38896.040908,218.276734090552,12206.166,3669.909665,300.660310944485,48.165,75.469903,Azerbaijan,AZE,3081,1604,1477,81775,74508.0,79300,54763,56014,15040.03,11129.734,3630.051,2801.434,6588.37,2020.175,89105.342,6992.09701894,12585.849,2987.30524736,27.609,148.21523624,1.683,0.66541885,31783.24,751.06084162,30576.086,676.79452354,40083.05,2867.16715459,78.228,5.745975,13947162,13803878,670509,143284,35204219,28041933,6857787.0,304499,27727572,829990,314361,1685.331,16440.25420686,20781.437,3986.05173849,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2023-07-01,month,178.067,48385.682926,271.72739994496453,15076.252,4537.623846,300.9782435316152,48.702,76.798392,Azerbaijan,AZE,3087,1603,1484,83080,75916.0,80594,55379,56635,15346.348,11401.555,3646.517,2828.25,6819.233,2052.348,111949.804,8461.28502109,14850.141,3428.18718371,29.515,160.50809709,2.015,0.86727453,40882.317,964.67460058,39425.398,881.203778,50416.103,3583.175675,105.421,7.388,14063765,13919402,670151,144363,35898162,28567680,7022421.0,308061,28251009,832341,316671,1981.054,20023.12185619,24202.175,4153.73157379,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2023-08-01,month,181.157,59812.890207,330.1715650347488,12575.755,4482.07867,356.4063286856336,49.209,74.161629,Azerbaijan,AZE,3104,1612,1492,81219,77087.0,78473,53992,55263,15669.379,11689.138,3660.544,2802.497,7149.044,2057.294,109838.957,8098.3709205,13505.132,3095.46940564,30.482,160.10911532,1.642,0.72827806,40868.186,905.41185552,39596.882,842.667763,49689.333,3595.85264663,104.716,7.09287,14215258,14068615,680843,146643,36750228,29229134,7209877.0,311217,28907008,848357,322126,1798.191,19891.138757200002,24880.984,4568.92089064,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2023-09-01,month,172.116,73784.507657,428.6905787782658,11811.055,4120.426931,348.8618866815877,47.107,68.687236,Azerbaijan,AZE,3119,1621,1498,81799,77722.0,79009,54052,55362,15938.96,11967.247,3593.999,2829.849,7377.133,2138.0,106993.687,7815.04367959,13205.649,3020.1305229,28.878,146.96564,1.346,0.48639141,37830.488,828.86119266,36664.49,772.839,50672.94,3551.95832,93.8,6.45242,14340385,14191659,684975,148726,37439220,29720212,7405317.0,313691,29392713,853729,327499,1776.317,18778.45133819,26994.276,4210.5683489699995,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2023-10-01,month,186.504,81116.384446,434.93107089392186,13151.196,4445.885547,338.05940896934396,51.402,67.922317,Azerbaijan,AZE,3090,1604,1486,82615,78803.0,79852,54347,55632,16209.588,12290.865,3626.312,2822.225,7609.084,2151.967,120754.426,8829.70857416,15242.12,3383.82772638,28.115,154.02448326,1.906,0.74716371,40978.032,901.9870499,39650.984,836.098536,59178.62,4106.5593922,110.499,7.668123,14350184,14214419,685813,135765,37766627,30115193,7340629.0,310805,29806518,857281,308675,1939.759,21431.13010862,31385.042,5675.30907895,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2023-11-01,month,184.057,98807.544633,536.8312242022852,12260.946,4066.121197,331.63193092931004,49.743,71.27946,Azerbaijan,AZE,3114,1621,1493,83428,79870.0,80667,54507,55802,16565.032,12657.372,3640.664,2866.137,7879.59,2178.641,121365.327,8735.46132156,14169.787,3197.28213024,27.718,223.15175964,1.654,0.90041829,41646.949,938.89967837,39953.695,861.668725,59343.135,4047.081716,115.982,7.944254,14497778,14359133,698810,138645,38573764,30692696,7564897.0,316171,30377241,876130,315455,1607.0,18785.0,34065.0,4694.0,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2023-12-01,month,265.695,113441.380035,426.96091396149717,12921.254,5258.226454,406.9439741684514,58.637,82.220507,Azerbaijan,AZE,3112,1621,1491,86383,82992.0,83584,55739,57054,16925.157,12955.139,3655.092,2880.883,8173.498,2215.684,134246.057,10119.95295646,15974.851,3847.54101338,33.089,206.80871806,2.274,1.24169502,43019.304,986.83675049,41440.684,911.863117,69565.247,4801.24136822,106.737,8.50077,14654384,14513660,712151,140724,39590672,31492104,7772955.0,325613,31171813,896156,320291,1881.561,26978.926579,40588.373,5586.667691,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2024-01-01,month,111.621,63231.802595,566.4866162729236,12173.221,3804.033544,312.491948022631,51.305,67.108133,Azerbaijan,AZE,3116,1610,1506,88751,85781.0,85936,56925,58250,17240.879,13216.007,3659.137,2898.029,8446.072,2237.641,128022.596,8251.62878822,13106.066,2808.14791438,23.424,138.8924058,1.317,0.62872015,43106.97,929.59673467,41571.517,869.757419,66298.295,4094.49496325,92.015,7.203448,14803775,14661221,721021,142554,40335951,32008338,7990254.0,337359,31683652,911136,324686,1485.312,18305.639,37140.928,5273.71564,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2024-01-01,year,2226.751,705835.568488,316.98001639518736,165537.513,52952.12495899999,319.8799112017588,800.7139999999999,1372.586205,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2024-02-01,month,176.433,72933.747545,413.379285876225,12465.625,3802.138334,305.0098437904237,55.773,72.082679,Azerbaijan,AZE,3136,1626,1510,90505,87579.0,87719,57718,58997,17342.637,13509.178,3471.249,2900.346,8708.895,2262.147,130233.926,9247.78971328,14055.991,3367.66686884,28.0,172.01761349,1.196,0.55355178,43229.31,897.10463142,41698.355,838.904215,67945.844,4561.54836678,100.953,8.451269,14883892,14739173,733799,144719,40622564,32094492,8173944.0,354128,31764345,928129,330147,1656.731,20682.151039,40007.924,5057.073676,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2024-03-01,month,167.425,58852.146034,351.51348982529487,12973.259,4083.212755,314.7407104876269,60.451,85.879329,Azerbaijan,AZE,3152,1639,1513,91755,89141.0,88962,58375,59638,17421.128,13716.292,3442.615,2736.123,8964.596,2277.794,135880.701,9551.35843191,14553.489,3422.10577804,26.674,148.67584892,1.294,0.81360545,44386.892,951.82234559,42838.801,891.199088,71448.247,4736.85563982,88.06,7.884504,15007377,14861378,741752,145999,41098194,32351523,8377126.0,369545,32018142,940428,333381,1504.459,20298.0,44154.73,4485.585049,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2024-04-01,month,179.0,48123.378424,268.8456895195531,14054.401,4763.338967,338.92152123736895,67.671,86.477008,Azerbaijan,AZE,3174,1656,1518,92874,90450.0,90257,58965,60151,17675.795,13981.452,3448.959,2741.027,9195.95,2289.859,151007.558,10019.40798656,15344.819,3435.28918924,29.478,177.1210363,1.601,1.05659181,51012.83,989.7721045,49001.621,923.336787,79270.0,5148.53078267,112.578,8.273825,15166546,15018598,754982,147948,41877781,32901745,8590665.0,385371,32563007,959549,338738,1747.049,21149.500978,47857.937,5957.07831,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2024-05-01,month,194.55,46584.659471,239.4482625083526,14006.873,4032.79973,287.9157774900936,64.112,86.483064,Azerbaijan,AZE,3134,1648,1486,94719,92362.0,92126,59972,61136,17866.957,14176.853,3428.838,2722.927,9433.114,2282.078,155719.475,10215.77069545,15356.949,3505.03723054,30.321,188.95713867,1.337,0.7028119,53092.252,1003.34409433,51291.69,948.430009,81847.393,5245.6337196,115.576,9.06916,15264770,15115453,762162,149317,42546665,33351679,8796179.0,398807,33011412,969044,340267,1760.159,23104.006948,52001.901,5298.084697,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2024-06-01,month,165.254,52842.938096,319.76798199135874,12766.877,3930.754067,307.8868909757648,59.312,78.355957,Azerbaijan,AZE,3159,1670,1489,97718,95365.0,94932,61335,62598,18091.272,14392.707,3439.727,2764.828,9611.652,2275.065,147665.947,9824.20488585,14140.336,3331.86976621,26.328,160.18342071,1.212,0.66294832,50481.726,972.47908741,48494.623,908.93253871,78485.039,5122.44592344,90.409,7.186028,15410656,15259684,773536,150972,43207202,33786073,9011211.0,409918,33441330,985705,344743,1472.905,18683.274523930002,53724.379,5104.92199383,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2024-07-01,month,214.075,54122.680694,252.8211173373818,13623.405,4909.121542,360.34468196460426,65.051,98.05376,Azerbaijan,AZE,3179,1685,1494,99179,96866.0,96410,61942,63190,18340.32,14651.0,3400.723,2786.124,9867.23,2286.243,172011.858,11681.44347286,15838.614,3880.82785332,32.574,204.41616278,1.339,0.85142436,59838.624,1168.31505284,57418.459,1093.373697,90756.777,6101.5401005,119.892,9.368511,15506888,15363427,784770,143461,43832229,34284167,9130630.0,417432,33934865,1004226,349302,1926.746,25977.49476724,56289.73,5467.22327,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2024-08-01,month,187.852,54365.744534,289.4073234993505,14166.256,4493.227598,317.1782013539781,63.904,95.307574,Azerbaijan,AZE,3198,1696,1502,101066,97980.0,98231,62814,64120,18567.099,14860.614,3359.975,2791.775,10132.965,2282.384,162413.273,10718.77215036,14114.751,3401.09947214,31.615,190.03787984,1.336,0.82201747,55280.214,1068.93442858,53320.469,1004.658383,87703.995,5737.89182113,99.073,4.076031,15635358,15489863,797685,145495,44543116,34849252,9262379.0,431485,34494677,1022696,354575,1802.897,26518.79600964,57665.0,5716.0,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2024-09-01,month,185.47,49394.279131,266.31950790424327,14982.645,4213.773431,281.2436276104786,65.371,94.116104,Azerbaijan,AZE,3213,1710,1503,103448,101247.0,100579,62855,64174,18923.497,15189.303,3364.985,2834.307,10450.999,2273.206,170478.284,11143.5872,14898.162,3541.26980778,30.545,182.78390643,1.556,0.96844979,55556.523,1076.05324048,53489.215,1010.200718,94653.844,6069.4422925,102.178,7.654669,15784885,15637628,810667,147257,45359360,35457858,9455050.0,446452,35098079,1041172,359779,1939.0,23885.0,59082.0,5725.0,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2024-10-01,month,208.683,61862.597988,296.44292054455804,15468.522,4851.202622,313.61772133110065,76.762,414.003178,Azerbaijan,AZE,3253,1741,1512,107827,105548.0,104949,65277,66609,19161.752,15478.041,3334.807,2853.996,10746.138,2226.811,184330.92,11599.00733263,15366.647,3619.89137745,33.796,202.43911819,1.689,1.07254366,59770.948,1138.75104918,57697.005,1069.65,103172.379,6358.57277619,100.032,7.22126,15903760,15753865,825726,149895,46014547,36017130,9537139.0,460278,35650572,1064887,366558,2027.243,26786.52319554,58889.74,5627.51781558,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2024-11-01,month,180.746,64108.821402,354.69012538036804,13963.672,4028.87569,288.52551749998133,71.99,84.856795,Azerbaijan,AZE,3270,1751,1519,114076,111821.0,111219,68824,70147,19463.059,15755.0,3367.497,2869.543,10978.33,2247.689,165875.969,10783.63933298,13925.451,3359.07563159,30.95,184.87268922,1.392,0.86717111,49337.35,956.89012779,47936.254,910.636604,96213.301,5978.23593721,70.326,3.235036,15999461,15848695,840434,150766,46711153,36588125,9651055.0,471973,36214020,1093037,374105,1881.335,23398.564755,55080.615,4519.661422,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2024-12-01,month,255.642,79412.772574,310.64055426729567,14892.757,6039.646679,405.54255192641637,99.012,109.862624,Azerbaijan,AZE,3304,1772,1532,119540,117314.0,116766,71773,73042,19898.735,15999.099,3381.3,2896.977,11364.099,2256.359,195672.566,13159.37846216,16613.917,4157.19143058,37.939,230.41378299,4.577,1.20634597,56795.304,1120.89168903,55065.445,1065.434369,115571.43,7360.27767288,85.574,3.746,15999555,15846654,856401,152901,47278994,37016419,9761889.0,500686,36636593,1123177,379826,2028.191,25954.876706,66010.203,5673.77433,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
2025-01-01,month,116.986,66798.366134,570.9945304053476,14148.753,4058.953415,286.87711312792015,72.164,87.914,Azerbaijan,AZE,3328,1785,1543,121873,119681.0,119075,72866,74133,19965.329,16085.517,3371.287,2870.389,11479.432,2244.221,179722.316,10357.14830869,13620.43,2996.33812815,26.959,175.63061365,4.365,1.05018137,56928.126,1051.9914865,55295.289,1004.37368,102657.66,5845.49034848,74.251,3.12064,15963504,15815031,867966,148473,47910062,37448988,9943790.0,517284,37064659,1148055,384329,2158.77,21242.23,55909.641,4375.168992,Azerbaijan digital finance gold mart,2026-03-23 03:51:52.437727+00:00
