period_date,period_type,nominal_gdp_mn_azn,real_gdp_growth_pct,gdp_deflator_pct,non_oil_gdp_mn_azn,non_oil_gdp_growth_pct,capital_investment_mn_azn,capital_investment_growth_pct,nominal_income_mn_azn,nominal_income_growth_pct,avg_monthly_wage_azn,avg_monthly_wage_growth_pct,cpi_monthly_pct,cpi_12m_pct,cpi_annual_avg_pct,country_name,country_iso,current_account_balance_mn_usd,trade_balance_mn_usd,goods_exports_total_mn_usd,oil_gas_exports_mn_usd,other_exports_mn_usd,goods_imports_total_mn_usd,oil_gas_imports_mn_usd,other_imports_mn_usd,total_exports_ths_usd,exports_yoy_pct,exports_non_cis_ths_usd,exports_non_cis_yoy_pct,exports_cis_ths_usd,exports_cis_yoy_pct,total_imports_ths_usd,imports_yoy_pct,source_name,load_timestamp
1995-01-01,annual,2133.8,88.2,,,,227.96,187.01,1313.98,,13.4,,4.7,,411.8,Azerbaijan,AZE,-400.0,-373.0,612.0,305.0,307.0,-985.0,-64.0,-6.0,612343.0,89.8,339297.0,93.6,273046.0,85.6,985432.0,115.8,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
1996-01-01,annual,2732.6,101.3,,,,644.5,282.7,1708.18,130.0,18.72,139.5,1.7,,19.9,Azerbaijan,AZE,-931.0,-694.0,644.0,416.0,228.0,-1338.0,-14.0,2.0,643669.0,105.1,343717.0,101.3,299952.0,109.9,1337583.0,135.7,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
1997-01-01,annual,3158.2,105.8,,,,910.2,141.2,2473.22,177.78,28.33,151.33,-0.2,,3.7,Azerbaijan,AZE,-915.0,-567.0,808.0,453.0,355.0,-1375.0,-19.0,10.0,808257.0,125.57028534852542,427920.0,124.4977699677351,380337.0,126.79928788606176,1375164.0,102.80962003853217,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
1998-01-01,annual,3440.6,110.0,,,,1102.4,121.1,2849.16,115.2,33.72,119.0,-5.9,,-0.7999999999999972,Azerbaijan,AZE,-1364.0,-1046.0,678.0,436.0,242.0,-1724.0,-27.0,14.0,677751.0,83.85340306362951,434332.0,101.4984109179286,243419.0,64.0008729100771,1723903.0,125.35981162974016,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
1998-04-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,200803.0,119.4,74621.0,89.6,126182.0,148.7,448913.0,124.8,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
1998-10-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,166064.0,71.9,225475.0,245.7,-59411.0,42.7,472615.0,135.3,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
1999-01-01,annual,3775.0,107.4,,,,928.5,84.2,3227.38,113.2,36.85,109.28,0.4,,-8.5,Azerbaijan,AZE,-600.0,-408.0,1025.0,801.0,224.0,-1433.0,-51.0,6.0,1025231.0,151.2695665517277,803837.0,185.07432102631168,221394.0,90.95181559368825,1433392.0,83.14806575543983,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
1999-04-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,253582.0,126.28396986100805,189190.0,253.53452781388617,64392.0,51.03105038753546,416663.0,92.81597993375108,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
1999-10-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,457513.0,275.5040225455246,382943.0,169.83834127952102,74570.0,-125.5154769318813,373256.0,78.9767569797827,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2000-01-01,annual,4718.2,111.1,,3055.8,109.9,967.8,104.2,3511.36,108.8,44.32,120.2,0.6,,1.8,Azerbaijan,AZE,-168.0,319.0,1858.0,1579.0,279.0,-1539.0,-361.0,26.0,1858335.0,181.2601257667784,1594131.0,198.31520569468685,264204.0,119.33656738665005,1539005.0,107.36804726132138,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2000-04-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,594058.0,234.26662775749065,546998.0,289.12627517310636,47060.0,73.08361287116412,327785.0,78.66909228801214,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2000-10-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,348584.0,76.19105905187394,271584.0,70.92021528008084,77000.0,103.25868311653478,463221.0,124.10276057183273,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2001-01-01,annual,5315.6,109.9,,3195.9,108.7,1170.8203,116.7,3876.36,110.4,52.0,126.7,0.9,,1.5,Azerbaijan,AZE,,,,,,,,,2078931.0,111.87062612499898,1855148.0,116.37362299585166,223783.0,84.700837231836,1465064.0,95.19553217825803,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2001-01-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,-70.0,80.0,481.0,262.0,219.0,-401.0,-84.0,3.0,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2001-04-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,540403.0,90.96805362439358,448139.0,81.92699059228735,92264.0,196.05609859753505,414313.0,126.39779123510837,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2001-10-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,480564.0,137.86174924838775,438820.0,161.57800164958172,41744.0,54.212987012987014,400586.0,86.47837641212294,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2002-01-01,annual,6062.5,110.6,,3693.9,113.8,2106.9767,182.2,4233.98,111.4,62.6,121.2,0.6,,2.8,Azerbaijan,AZE,,,,,,,,,2304893.0,110.86914380515755,2061150.0,111.10434315752707,243743.0,108.91935491078411,1823341.0,124.45469958991553,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2002-01-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,-248.70700000000002,172.0,735.0,385.0,350.0,-563.0,-125.698,4.446,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2002-04-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,631127.0,116.78821176048247,566623.0,126.43911822001657,64504.0,69.91242521460158,466823.0,112.6739928508157,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2002-10-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,734630.0,152.86829641837508,651789.0,148.53219999088466,82841.0,198.4500766577233,563253.0,140.60726036356738,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2003-01-01,annual,7146.5,111.2,,4447.6,114.9,3786.3667,173.0,4841.58,111.4,76.6,121.4,1.5,,2.2,Azerbaijan,AZE,,,,,,,,,2624513.0,113.86702115889979,2290613.0,111.13276568905708,333900.0,136.9885494147524,2722704.0,149.32500283819647,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2003-01-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,-731.0,-145.0,732.0,346.0,386.0,-877.0,-110.0,-1.0,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2003-04-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,536939.0,85.07622079232864,460104.0,81.2010807891667,76835.0,119.11664392905865,681253.0,145.93389785850312,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2003-10-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,731532.0,99.57829111253284,603156.0,92.53853624409126,128376.0,154.96674352072043,877195.0,155.73729744892614,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2004-01-01,annual,8530.2,110.2,,5242.5,113.6,4922.7559,135.9,6009.48,120.7,96.7,126.2,1.8,,6.7,Azerbaijan,AZE,,,,,,,,,3742982.0,142.61624918603945,3128727.0,136.5890702619779,614183.0,183.94219826295299,3581685.0,131.54882058424272,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2004-01-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,-629.0,129.0,1154.0,560.0,594.0,-1025.0,-192.0,-27.0,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2004-04-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,910453.0,169.56358171039915,808630.0,175.7493957887782,101823.0,132.5216372746795,1003832.0,147.35083735411075,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2004-10-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,1153987.0,157.74935341174412,989396.0,164.03650133630435,164519.0,128.15401632703933,1025342.0,116.88871915594594,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-01-01,annual,12522.5,126.4,116.1,6055.1,108.3,5769.8763,112.7,7792.3,125.7,117.9,121.9,2.2,5.4,9.6,Azerbaijan,AZE,,,,,,,,,7648962.0,204.35476312736745,6737131.0,215.33137918393007,911831.0,148.46242895032913,4349857.0,121.44722386251163,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-01-01,monthly,656.06,107.0,,396.78,107.4,364.18,102.1,491.9,117.8,106.42,121.6,1.4,9.79365839330299,9.79365839330299,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-01-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,583.0,1615.0,2623.0,2355.0,268.0,-1008.0,-638.0,2.0,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-02-01,monthly,1406.36,108.5,,879.64,108.4,667.6,105.2,1009.24,122.7,106.6,121.7,1.2,10.967549748110855,10.3809836860856,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-03-01,monthly,2131.48,110.8,,1260.9,107.3,1082.58,98.2,1620.9,124.1,106.78,122.8,2.2,12.310628126638505,11.028656085002936,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-04-01,monthly,3088.96,114.2,,1835.9,107.0,1582.84,109.9,2227.3,125.2,109.76,124.5,0.6,12.25260722683143,11.337730511194422,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-04-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,2204873.0,242.17318192152698,1788751.0,221.20759803618463,416122.0,408.6719110613515,1215516.0,121.08759234612963,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-05-01,monthly,3967.82,116.0,,2391.86,107.8,2123.3,114.5,2820.9,125.4,111.14,125.5,-0.7,11.305353825057907,11.331195464641013,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-06-01,monthly,4901.02,116.5,,2962.08,107.7,2555.22,110.3,3446.22,125.9,112.24,125.9,-1.8,10.997022827265752,11.275787708469124,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-07-01,monthly,5870.46,118.9,,3546.82,107.8,2966.06,109.7,4077.36,126.0,113.44,122.3,-1.6,10.514883043019722,11.168657216900925,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-08-01,monthly,7142.8,120.2,,4258.86,107.9,3413.4,111.4,4698.64,126.3,114.48,122.5,-0.6,10.114411925730678,11.038817280966981,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-09-01,monthly,8180.58,121.8,,4784.16,107.7,3808.22,110.7,5374.0,126.7,115.5,122.2,0.8,10.241006461507268,10.950801398777088,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-10-01,monthly,9278.84,123.4,,5368.2,107.8,4307.0,110.4,6117.78,126.8,116.36,121.7,0.5,6.142957692733347,10.454329524005686,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-10-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,2622784.0,227.2802033298469,2391477.0,241.7108013373816,231307.0,140.5959190123937,1008022.0,98.31080751593126,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-11-01,monthly,10465.94,125.2,,6061.04,108.1,4716.66,111.9,6884.9,126.9,117.12,122.2,1.1,4.9376642905702965,9.927421654809024,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2005-12-01,monthly,12522.5,126.4,,6055.0,108.3,5424.3,112.7,7792.3,125.7,117.9,121.9,2.2,5.4,9.6,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-01-01,annual,18746.2,134.5,107.1,7630.0,111.9,6234.4837,114.8,9949.8,123.4,141.3,119.8,2.1,11.4,8.3,Azerbaijan,AZE,,,,,,,,,13014633.0,170.14900845369607,12067616.0,179.12099378800858,947017.0,103.85882910320004,5269338.0,121.13818914047059,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-01-01,monthly,1012.8,134.6,,513.0,106.4,356.5,101.2,602.5,117.9,127.2,119.5,1.3,5.3,5.3,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-01-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,1745.4219999999998,2366.776,3954.776,3733.43,221.346,-1588.0,-391.0,22.0,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-02-01,monthly,2228.9,148.1,,1066.8,107.6,687.7,105.2,1572.1,118.4,128.7,120.7,1.9,6.1,5.7,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-03-01,monthly,3223.0,139.5,,1310.5,108.9,1106.7,106.9,2460.6,118.6,129.7,120.3,1.3,5.0,5.5,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-04-01,monthly,4477.9,139.5,,2185.0,108.0,1668.2,111.3,3249.1,118.9,132.0,120.2,0.7,5.2,5.4,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-04-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,3642944.0,165.22239602915906,3419035.0,191.1409134082944,223909.0,53.80849846919894,1457857.0,119.93729412035712,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-05-01,monthly,5853.9,138.0,,2926.7,108.0,2184.1,108.8,4043.7,119.6,133.7,120.3,0.3,6.3,5.6,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-06-01,monthly,7146.4,136.3,,3584.8,108.8,2626.7,107.9,4843.2,119.6,135.1,120.4,-0.1,8.1,6.0,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-07-01,monthly,8803.5,135.1,,4435.5,108.5,3164.3,112.9,5704.1,120.1,136.1,120.0,-0.3,9.6,6.5,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-08-01,monthly,10296.7,134.4,,4993.5,108.0,3623.9,111.7,6536.9,120.6,137.4,120.0,0.0,10.2,6.9,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-09-01,monthly,12730.2,134.0,,5880.4,107.6,4251.5,116.4,7416.2,121.2,138.5,119.9,0.9,10.3,7.3,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-10-01,monthly,14761.8,134.3,,7037.2,111.0,4750.1,115.0,8339.2,121.9,139.5,119.8,1.3,11.2,7.7,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-10-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,3957776.0,150.89980722773967,3655521.0,152.85620560013749,302255.0,130.67265582105168,1590324.0,157.76679477233634,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-11-01,monthly,16329.4,134.4,,7605.8,111.2,5219.5,115.2,9223.2,122.5,140.4,119.9,1.3,11.5,8.0,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2006-12-01,monthly,18746.2,134.5,,7630.0,111.8,5963.6,114.8,9949.8,123.4,141.3,119.8,2.1,11.4,8.3,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-01-01,annual,28360.5,125.0,114.4,10576.1,111.4,7471.1899,117.8,14305.6,140.3,214.0,142.0,2.5,19.636026926081,16.7,Azerbaijan,AZE,,,,,,,,,21269317.0,163.42617575155595,20087289.0,166.45615007968433,1182028.0,124.8159219950645,6045019.0,114.72065371399596,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-01-01,monthly,,146.7,100.1,613.6,106.2,357.2,103.5,838.7,129.9,160.6,126.3,6.4,17.0,17.0,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-01-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,3123.0,5069.0,6951.0,6680.0,271.0,-1882.0,-1660.0,-17.0,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-02-01,monthly,3273.1,141.7,101.4,1255.7,106.6,725.1,113.9,1825.7,133.0,161.4,125.4,1.5,16.5,16.7,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-03-01,monthly,5145.4,139.7,102.1,2005.8,106.6,1180.0,112.3,2924.4,135.2,163.7,126.2,1.2,16.4,16.6,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-04-01,monthly,6884.2,137.1,101.9,2746.5,107.4,1692.8,109.6,4008.9,136.7,166.1,125.8,0.4,16.0,16.5,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-04-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,5062744.0,138.9739726990039,4712334.0,137.82643348196203,350410.0,156.49661246309884,1555665.0,106.70902564517644,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-05-01,monthly,8763.2,136.2,100.6,3572.1,108.0,2272.1,109.9,5017.0,136.9,168.6,126.1,-0.3,15.3,16.2,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-06-01,monthly,,135.1,100.5,3688.0,107.8,2727.3,110.6,6001.3,138.4,170.7,126.4,-0.5,14.8,16.0,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-07-01,monthly,,134.5,101.1,4458.3,108.2,3318.7,111.3,7026.1,139.1,173.0,127.1,0.1,15.3,15.9,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-08-01,monthly,,132.5,101.2,5176.2,108.4,3827.7,111.6,8089.2,139.7,175.5,127.7,0.8,16.2,15.9,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-09-01,monthly,,127.1,100.8,6301.5,108.9,4518.6,115.1,9115.3,139.8,177.6,128.2,1.1,16.4,16.0,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-10-01,monthly,18739.6,126.8,103.1,6762.8,109.6,5138.5,116.6,10603.2,139.9,186.8,133.9,1.9,17.1,16.085514044829,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-10-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,6954728.0,175.72313339612955,6652441.0,181.98338896151876,302287.0,100.01058708706225,1885833.0,118.58168524149796,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-11-01,monthly,,125.4,104.3,7458.6,109.9,5746.2,116.8,12360.5,139.7,199.0,141.7,3.2,19.2,16.4,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2007-12-01,monthly,28360.5,125.0,114.4,10576.1,111.3,6774.8,117.8,14305.6,140.3,214.0,142.0,2.5,19.636026926081,16.7,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-01-01,annual,40137.2,110.8,127.8,15197.3,115.9,9944.1538,134.3,20058.2,137.8,268.0,124.2,-0.4,15.4,20.8,Azerbaijan,AZE,,,,,,,,,30586343.0,143.80500793702026,28904059.0,143.89228431970088,1682284.0,142.32184009177448,7574679.0,125.30446967991334,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-01-01,monthly,,111.3,115.7,732.4,109.6,367.2,105.1,1218.7,132.9,230.0,131.4,2.5,15.262619008513,15.3,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-01-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,1658.0,2265.0,4336.0,4011.0,325.0,-2071.0,-473.0,127.0,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-02-01,monthly,,113.4,118.5,1518.3,110.1,859.9,120.5,2625.5,133.0,231.0,127.6,2.2,16.03353824499,15.7,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-03-01,monthly,8209.8,113.8,137.1,2390.8,111.3,1409.2,121.4,4143.8,133.1,229.8,126.5,3.1,18.3,16.5,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-04-01,monthly,11172.4,115.0,135.1,3184.0,111.53,2031.7,121.6,5762.0,134.0,237.5,123.2,3.1,21.440726859248,17.8,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-04-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,9010345.0,177.97354557133445,8545689.0,181.34726867832373,464656.0,132.60352158899576,2280618.0,146.60084272642246,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-05-01,monthly,14308.6,114.6,133.9,4047.0,111.9,2695.9,121.7,7380.8,134.1,242.7,124.3,2.3,24.6,19.2,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-06-01,monthly,18505.7,116.5,131.9,5694.6,115.6,3643.4,131.9,9041.2,134.2,250.4,123.8,0.127,25.4,20.2,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-07-01,monthly,23017.1,116.7,130.6,7308.6,115.0,4532.1,134.2,10860.6,134.6,253.0,123.8,-0.3,24.9,20.9,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-08-01,monthly,25891.9,113.2,127.8,8627.1,114.8,5396.6,136.6,12709.5,135.4,255.3,123.4,0.0,23.9,21.3,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-09-01,monthly,30370.4,115.0,132.7,9853.2,115.4,6283.0,138.0,14557.9,135.6,256.9,123.1,0.9,23.7,21.5,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-10-01,monthly,32542.4,112.7,126.7,11098.8,115.4,7171.3,138.4,16504.2,135.7,260.2,123.9,0.8,22.5,21.6,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-10-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,,,,,,,,,4342933.0,62.44576351512238,3904361.0,58.69065204787235,438572.0,145.0846381088171,2078844.0,110.23478749178746,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-11-01,monthly,34660.6,111.5,121.8,12206.2,116.3,7957.5,138.8,18176.8,135.8,265.1,124.3,0.1,18.9,21.4,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2008-12-01,monthly,40137.2,110.8,127.8,15197.3,115.7,9073.6,134.3,20058.2,137.8,268.0,124.2,-0.4,15.4,20.8,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2009-01-01,annual,35601.5,109.3,78.8,16726.0,103.7,7724.9448,81.3,22396.1,108.0,298.0,108.6,0.8,0.7268374609775492,1.532503107893,Azerbaijan,AZE,,,,,,,,,21096820.0,68.97464008691723,20001681.0,69.20024969503417,1095139.0,65.09834249151749,6513875.0,85.99539333614005,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2009-01-01,monthly,1860.0,97.4,83.5,891.5,102.8,277.4,75.4,1434.7,121.9,291.0,126.5,-0.6,11.9,11.9,Azerbaijan,AZE,,,,,,,,,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
2009-01-01,quarterly,,,,,,,,,,,,,,,Azerbaijan,AZE,3220.3869999999997,4652.7609999999995,6300.7609999999995,5951.459,349.302,-1648.0,-844.0,-137.0,,,,,,,,,Azerbaijan economic diversification gold mart,2026-03-23 04:03:41.539378+00:00
