month,bank_customers_total_people,bank_customers_individuals_people,bank_customers_individual_entrepreneurs_people,bank_customers_legal_entities_people,customer_accounts_total_count,customer_accounts_transaction_count,customer_accounts_credit_count,customer_accounts_deposit_count,transaction_accounts_individuals_count,transaction_accounts_individual_entrepreneurs_count,transaction_accounts_legal_entities_count,internet_banking_users_count,internet_banking_legal_entities_count,mobile_banking_users_count,mobile_banking_legal_entities_count,source_file,bulletin_period,country_name,country_iso,source_name,load_timestamp
2019-07-01,7903367,7786852,299524,116515,19353240,15819008,3174997.0,359235,15599847,315713,219161,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2019-08-01,8016098,7898360,303405,117738,19708381,16086156,3254735.0,367490,15863662,321049,222494,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2019-09-01,8153107,8036142,308829,116965,20141778,16420332,3346029.0,375417,16199595,325692,220737,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2019-10-01,8280548,8161786,315373,118762,20589799,16760493,3447307.0,381999,16535999,334618,224494,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2019-11-01,8405330,8289292,319554,116038,20951053,17025147,3537022.0,388884,16800249,341473,224898,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2019-12-01,8478075,8360421,324237,117654,21265993,17261782,3607588.0,396623,17033018,348287,228764,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2020-01-01,8847367,8725454,336014,121913,21836167,17830599,3675470.0,330098,17597635,359831,232964,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2020-02-01,8854673,8735505,297539,119168,21883121,17975980,3621954.0,285187,17746374,339430,229606,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2020-03-01,9012923,8892978,301182,119945,22185201,18240004,3660336.0,284861,18008238,343420,231766,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2020-04-01,9169270,9055165,321352,114105,22232752,18460960,3531368.0,240424,18238628,366344,222332,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2020-05-01,9385746,9276060,323710,109686,22427400,18746064,3473970.0,207366,18531347,372017,214717,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2020-06-01,9515084,9402557,336228,112527,22788021,19063808,3514430.0,209783,18842270,388561,221538,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2020-07-01,9650871,9536683,344527,114188,23074287,19316960,3544171.0,213156,19090828,398808,226132,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2020-08-01,9768981,9653324,356294,115657,23405942,19593829,3595476.0,216637,19364085,412916,229744,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2020-09-01,9919575,9804016,369841,115559,23825469,19945255,3662049.0,218165,19714969,429216,230286,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2020-10-01,10064615,9951582,379247,113033,24157090,20252313,3686931.0,217846,20022621,441038,229692,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2020-11-01,10262417,10148440,386204,113977,24674957,20730086,3724812.0,220059,20497520,451161,232566,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2020-12-01,10490089,10375457,393486,114632,24983255,21004323,3756323.0,222609,20770440,459098,233883,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2021-01-01,10640004,10524810,402156,115194,25190099,21255332,3708727.0,226040,21020200,469995,235132,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2021-02-01,10851189,10734666,412823,116523,25592381,21619830,3745475.0,227076,21381486,481638,238344,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2021-03-01,11099948,10982334,423905,117614,26094302,22049078,3814866.0,230358,21807720,493752,241358,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2021-04-01,11284213,11165689,433068,118524,26574096,22457113,3882280.0,234703,22211793,510244,245320,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2021-05-01,11530008,11410286,442371,119722,27103576,22918641,3947433.0,237502,22670104,521447,248537,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2021-06-01,11673507,11551417,453052,122090,27552109,23284134,4026891.0,241084,23031837,534487,252297,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2021-07-01,11882012,11758799,462393,123213,28042033,23705255,4091254.0,245524,23449860,546414,255395,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2021-08-01,12047088,11921530,468359,125558,28530273,24102271,4178663.0,249339,23843681,558918,258590,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2021-09-01,12144104,12016438,476165,127666,29042200,24540840,4251378.0,249982,24279305,575638,261535,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2021-10-01,12233783,12102788,486735,130995,29549492,24940254,4356505.0,252733,24676073,586712,264181,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2021-11-01,12523424,12398087,495045,125337,30055586,25363759,4437171.0,254656,25096926,599490,266833,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2021-12-01,12323105,12198027,505944,125078,26729371,22175499,4297069.0,256803,21908618,607456,266881,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2022-01-01,12629978,12503644,518523,126334,27270770,22604857,4405980.0,259933,22337304,617661,267553,1237.432,11961.60903784,5581.651,963.3806686900001,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2022-02-01,12770701,12644236,529967,126465,27734485,22986485,4485036.0,262964,22716483,631689,270002,1002.496,13390.82681903,6541.259,1136.3528868199999,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2022-03-01,12956913,12829565,538819,127348,28261468,23387283,4609258.0,264927,23114820,644070,272463,1799.155,15154.87679412,7369.198,2681.2841569899997,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2022-04-01,13026311,12897017,551724,129294,28675008,23663879,4743154.0,267975,23386392,659788,277487,2313.506,18497.92953577,8486.202,2003.2690519300002,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2022-05-01,13140530,13009640,563093,130890,29127369,23991179,4864806.0,271384,23709851,674039,281328,2477.132,16078.76729159,9531.816,1798.2032927,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2022-06-01,13013757,12878196,574648,135561,29276612,24009998,4992220.0,274394,23724130,687772,285868,2159.958,17371.78648805,9850.845,1609.30842019,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2022-07-01,13141852,13009099,582788,132753,29724430,24346057,5099370.0,279003,24056612,700420,289445,2201.075,17050.26916506,10475.921,1457.9264834800001,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2022-08-01,13316889,13182234,595198,134655,30346932,24823081,5239737.0,284114,24528808,716861,294273,2337.773,16989.6739103,10517.945,1471.5610880699999,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2022-09-01,13483062,13346884,607639,136178,30971047,25295328,5387201.0,288518,24997047,733107,298281,2166.729,16607.460387479998,11388.531,1623.31405593,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2022-10-01,13649964,13512775,618910,137189,31523433,25667364,5563798.0,292271,25366039,749085,301325,2543.539,18326.31998739,12098.885,2109.75139736,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2022-11-01,13730617,13592041,627957,138576,31978293,25939663,5743467.0,295163,25635315,762579,304348,2649.51,18072.96939717,13119.107,2008.59863084,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2022-12-01,13535655,13395443,636770,140212,32131951,25911774,5920325.0,299852,25603713,777151,308061,1943.85,23866.216229,16526.414,3825.28365036,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2023-01-01,13620931,13479616,644403,141315,32616431,26219243,6093746.0,303442,25908273,788955,310970,1621.9,16749.33217212,15005.156,1997.21891835,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2023-02-01,13737542,13594305,651612,143237,33214685,26622633,6286367.0,305685,26307176,802373,315457,1676.857,16391.86753369,15825.008,2470.48566649,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2023-03-01,13843001,13698214,657940,144787,33831265,27025083,6497228.0,308954,26705930,812732,319153,1781.687,17252.171786529998,17776.402,2956.0988538899996,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2023-04-01,13772644,13629053,659422,143591,34120423,27186197,6632703.0,301523,26874368,816142,311829,1653.816,16923.02414862,18220.265,2840.46987402,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2023-05-01,13832763,13690176,661407,142587,34751954,27571526,6877981.0,302447,27260275,818617,311251,1804.729,18036.0202641,21074.743,3109.6837274699997,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2023-06-01,13947162,13803878,670509,143284,35204219,28041933,6857787.0,304499,27727572,829990,314361,1685.331,16440.25420686,20781.437,3986.05173849,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2023-07-01,14063765,13919402,670151,144363,35898162,28567680,7022421.0,308061,28251009,832341,316671,1981.054,20023.12185619,24202.175,4153.73157379,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2023-08-01,14215258,14068615,680843,146643,36750228,29229134,7209877.0,311217,28907008,848357,322126,1798.191,19891.138757200002,24880.984,4568.92089064,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2023-09-01,14340385,14191659,684975,148726,37439220,29720212,7405317.0,313691,29392713,853729,327499,1776.317,18778.45133819,26994.276,4210.5683489699995,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2023-10-01,14350184,14214419,685813,135765,37766627,30115193,7340629.0,310805,29806518,857281,308675,1939.759,21431.13010862,31385.042,5675.30907895,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2023-11-01,14497778,14359133,698810,138645,38573764,30692696,7564897.0,316171,30377241,876130,315455,1607.0,18785.0,34065.0,4694.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2023-12-01,14654384,14513660,712151,140724,39590672,31492104,7772955.0,325613,31171813,896156,320291,1881.561,26978.926579,40588.373,5586.667691,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2024-01-01,14803775,14661221,721021,142554,40335951,32008338,7990254.0,337359,31683652,911136,324686,1485.312,18305.639,37140.928,5273.71564,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2024-02-01,14883892,14739173,733799,144719,40622564,32094492,8173944.0,354128,31764345,928129,330147,1656.731,20682.151039,40007.924,5057.073676,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2024-03-01,15007377,14861378,741752,145999,41098194,32351523,8377126.0,369545,32018142,940428,333381,1504.459,20298.0,44154.73,4485.585049,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2024-04-01,15166546,15018598,754982,147948,41877781,32901745,8590665.0,385371,32563007,959549,338738,1747.049,21149.500978,47857.937,5957.07831,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2024-05-01,15264770,15115453,762162,149317,42546665,33351679,8796179.0,398807,33011412,969044,340267,1760.159,23104.006948,52001.901,5298.084697,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2024-06-01,15410656,15259684,773536,150972,43207202,33786073,9011211.0,409918,33441330,985705,344743,1472.905,18683.274523930002,53724.379,5104.92199383,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2024-07-01,15506888,15363427,784770,143461,43832229,34284167,9130630.0,417432,33934865,1004226,349302,1926.746,25977.49476724,56289.73,5467.22327,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2024-08-01,15635358,15489863,797685,145495,44543116,34849252,9262379.0,431485,34494677,1022696,354575,1802.897,26518.79600964,57665.0,5716.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2024-09-01,15784885,15637628,810667,147257,45359360,35457858,9455050.0,446452,35098079,1041172,359779,1939.0,23885.0,59082.0,5725.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2024-10-01,15903760,15753865,825726,149895,46014547,36017130,9537139.0,460278,35650572,1064887,366558,2027.243,26786.52319554,58889.74,5627.51781558,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2024-11-01,15999461,15848695,840434,150766,46711153,36588125,9651055.0,471973,36214020,1093037,374105,1881.335,23398.564755,55080.615,4519.661422,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2024-12-01,15999555,15846654,856401,152901,47278994,37016419,9761889.0,500686,36636593,1123177,379826,2028.191,25954.876706,66010.203,5673.77433,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2025-01-01,15963504,15815031,867966,148473,47910062,37448988,9943790.0,517284,37064659,1148055,384329,2158.77,21242.23,55909.641,4375.168992,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2025-02-01,16132172,15981848,883018,150324,48573760,38000932,10040915.0,531913,37611859,1173221,389073,2095.88,22416.224679,57679.642,4798.505241,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2025-03-01,16201446,16050305,892802,151141,49196924,38509534,10143919.0,543471,38114722,1191487,394812,1722.68,19637.791049,55623.155,4557.866383,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2025-05-01,15639099,15483595,923401,155504,49710593,38719570,10410344.0,580679,38314806,1244913,404764,2330.371,27418.315872,74797.023,6062.843184,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2025-06-01,15676021,15519410,935112,156611,50349916,39228401,10512148.0,609367,38819561,1265821,408840,2206.0,25158.0,75971.0,6192.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2025-07-01,15778802,15620243,950059,158559,51071748,39791126,10645884.0,634738,39376766,1291737,414360,2619.883,27516.245843,76588.004,6436.138715,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2025-08-01,15874203,15714624,964581,159579,51637680,40208758,10774314.0,654608,39791796,1308629,416962,2363.598,25453.084443509997,74174.931,6096.41494345,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2025-09-01,15973215,15812741,980841,160474,52263302,40628513,10961903.0,672886,40208979,1335956,419534,2508.477,26133.104581,80259.905,6548.513769,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2025-10-01,16117990,15955302,1000165,162688,53210277,41511207,11008625.0,690445,41086665,1369437,424542,2857.0,26641.553983,83507.216,6564.447484,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2025-11-01,16231316,16067129,1014898,164187,54290856,42434457,11148044.0,708355,42005882,1395659,428575,2479.245,21005.191765,78022.671,6145.317996,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2025-12-01,16236899,16071505,1031430,165394,55146020,43191501,11236842.0,717677,42758899,1425471,432602,3096.0,36240.0,92923.0,8711.0,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
2026-01-01,16293205,16126915,1042686,166290,55925329,43924467,11281001.0,719861,43488612,1449143,435855,2256.943,22819.728005,76217.681,5923.356672,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.7,2026-03-23 03:20:55.661429+00:00
